[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=Parallel Beam for 4inch holder, Owner=MRD, Creation date=2012/03/27 14:08:09"
Comment - 2,"Goniometer=PW3050/65 (Theta/2Theta); Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=MRD Cradle; Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size X:0.01; Minimum step size Y:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=XPERT-PRO"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\Reflectivity_Batch.xrdmp, Created identifier={007932df-34e3-4485-9cdc-ce5737d00380}, Created by=User-1, Id=User-1, Creation date=2012/04/06 17:50:18, Modified identifier={7EA62F8F-4040-438C-8392-53DC77EF1B54}, Modified by=MRD, Id=WL:DESKTOP-LQ4LR9T:MRD, Modification date=2026/04/16 17:32:52"
Comment - 6,"Fine Calibration Offset for 2Theta = -0.0003 deg"
Comment - 7,"Batch program=C:\PANalytical\Data Collector\Programs\Reflectivity_Batch_4inch.xrdmp, Created identifier={960d4441-9b31-4165-bf03-2a9b383547c1}, Created by=User-1, Id=User-1, Creation date=2012/04/06 17:52:19, Modified identifier={1DDEFD67-F033-44A2-A541-9D9449C44B64}, Modified by=MRD, Id=WL:DESKTOP-LQ4LR9T:MRD, Modification date=2026/01/14 13:23:43"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 45
Tube current, 40
File date and time,29/4/2026 19:58
Unit cell,
h k l, 0 0 0
Scan axis,Omega-2Theta
Scan range,-0.10000,6.00000
Scan step size,0.0020000
Omega offset,0.0000
No. of points, 3050
Scan type,CONTINUOUS
Phi,0.00
Psi,-0.45
X,0.00
Y,0.00
Z,9.312
Time per step,2.00
[Scan points]
Angle, TimePerStep, Intensity, ESD
0.03500, 2.00, 571546.0, 756.0066
0.03700, 2.00, 601127.0, 775.3238
0.03900, 2.00, 629510.0, 793.4167
0.04100, 2.00, 658137.0, 811.2564
0.04300, 2.00, 687448.0, 829.1248
0.04500, 2.00, 715961.0, 846.1448
0.04700, 2.00, 743342.0, 862.1728
0.04900, 2.00, 771259.0, 878.2135
0.05100, 2.00, 797585.0, 893.0761
0.05300, 2.00, 823996.0, 907.7423
0.05500, 2.00, 853005.0, 923.5827
0.05700, 2.00, 879835.0, 937.9952
0.05900, 2.00, 905124.0, 951.3801
0.06100, 2.00, 928054.0, 963.3556
0.06300, 2.00, 956553.0, 978.0353
0.06500, 2.00, 979057.0, 989.4731
0.06700, 2.00, 925494.0, 8219.5536
0.06900, 2.00, 955278.0, 8350.7661
0.07100, 2.00, 975280.0, 8437.7390
0.07300, 2.00, 995647.0, 8525.3874
0.07500, 2.00, 1018569.0, 8622.9657
0.07700, 2.00, 1040469.0, 8715.1728
0.07900, 2.00, 1062223.0, 8805.8094
0.08100, 2.00, 1068355.0, 8831.1899
0.08300, 2.00, 1088430.0, 8913.7753
0.08500, 2.00, 1123835.0, 9057.5910
0.08700, 2.00, 1130186.0, 9083.1480
0.08900, 2.00, 1146538.0, 9148.6214
0.09100, 2.00, 1168511.0, 9235.8705
0.09300, 2.00, 1189462.0, 9318.3006
0.09500, 2.00, 1211435.0, 9403.9755
0.09700, 2.00, 1234795.0, 9494.2106
0.09900, 2.00, 1248957.0, 9548.5005
0.10100, 2.00, 1288669.0, 9699.1153
0.10300, 2.00, 1295969.0, 9726.5481
0.10500, 2.00, 1307576.0, 9770.0076
0.10700, 2.00, 1330498.0, 9855.2704
0.10900, 2.00, 1337798.0, 9882.2697
0.11100, 2.00, 1346923.0, 9915.9154
0.11300, 2.00, 1374225.0, 10015.9086
0.11500, 2.00, 1391818.0, 10079.8172
0.11700, 2.00, 1422551.0, 10190.4967
0.11900, 2.00, 1435691.0, 10237.4530
0.12100, 2.00, 1422478.0, 10190.2352
0.12300, 2.00, 1472264.0, 10367.0281
0.12500, 2.00, 1474381.0, 10374.4789
0.12700, 2.00, 1491974.0, 10436.1919
0.12900, 2.00, 1510370.0, 10500.3338
0.13100, 2.00, 1510662.0, 10501.3488
0.13300, 2.00, 1516940.0, 10523.1469
0.13500, 2.00, 1565631.0, 10690.6998
0.13700, 2.00, 1557966.0, 10664.4980
0.13900, 2.00, 1577311.0, 10730.5034
0.14100, 2.00, 1580377.0, 10740.9274
0.14300, 2.00, 1622644.0, 10883.6121
0.14500, 2.00, 1619067.0, 10871.6094
0.14700, 2.00, 1648413.0, 10969.6923
0.14900, 2.00, 1635054.0, 10925.1518
0.15100, 2.00, 1663086.0, 11018.4063
0.15300, 2.00, 1681117.0, 11077.9755
0.15500, 2.00, 1706083.0, 11159.9310
0.15700, 2.00, 1712288.0, 11180.2068
0.15900, 2.00, 1718055.0, 11199.0185
0.16100, 2.00, 1755358.0, 11319.9441
0.16300, 2.00, 1747036.0, 11293.0788
0.16500, 2.00, 1758497.0, 11330.0609
0.16700, 2.00, 1772951.0, 11376.5295
0.16900, 2.00, 1792807.0, 11440.0573
0.17100, 2.00, 1804852.0, 11478.4231
0.17300, 2.00, 1837775.0, 11582.6411
0.17500, 2.00, 1859091.0, 11649.6199
0.17700, 2.00, 1840549.0, 11591.3794
0.17900, 2.00, 1871209.0, 11687.5257
0.18100, 2.00, 1863763.0, 11664.2488
0.18300, 2.00, 1893766.0, 11757.7599
0.18500, 2.00, 1891065.0, 11749.3721
0.18700, 2.00, 1903110.0, 11786.7311
0.18900, 2.00, 1906614.0, 11797.5770
0.19100, 2.00, 1912892.0, 11816.9842
0.19300, 2.00, 1925010.0, 11854.3549
0.19500, 2.00, 1940705.0, 11902.5823
0.19700, 2.00, 1943771.0, 11911.9806
0.19900, 2.00, 1966255.0, 11980.6767
0.20100, 2.00, 1975015.0, 12007.3350
0.20300, 2.00, 1966109.0, 11980.2319
0.20500, 2.00, 2001952.0, 12088.9411
0.20700, 2.00, 2009033.0, 12110.3018
0.20900, 2.00, 1994141.0, 12065.3344
0.21100, 2.00, 2021297.0, 12147.2088
0.21300, 2.00, 2029181.0, 12170.8756
0.21500, 2.00, 2041518.0, 12207.8177
0.21700, 2.00, 2044438.0, 12216.5451
0.21900, 2.00, 2049767.0, 12232.4565
0.22100, 2.00, 2052614.0, 12240.9486
0.22300, 2.00, 2048818.0, 12229.6244
0.22500, 2.00, 2083055.0, 12331.3833
0.22700, 2.00, 2062834.0, 12271.3847
0.22900, 2.00, 2086778.0, 12342.3982
0.23100, 2.00, 2082836.0, 12330.7351
0.23300, 2.00, 2082763.0, 12330.5190
0.23500, 2.00, 2063126.0, 12272.2532
0.23700, 2.00, 2104663.0, 12395.1764
0.23900, 2.00, 2085318.0, 12338.0798
0.24100, 2.00, 2078748.0, 12318.6283
0.24300, 2.00, 2069915.0, 12292.4284
0.24500, 2.00, 2076485.0, 12311.9213
0.24700, 2.00, 2099115.0, 12378.8285
0.24900, 2.00, 2066630.0, 12282.6703
0.25100, 2.00, 2069404.0, 12290.9110
0.25300, 2.00, 2065097.0, 12278.1139
0.25500, 2.00, 2091231.0, 12355.5600
0.25700, 2.00, 2068674.0, 12288.7429
0.25900, 2.00, 2038233.0, 12197.9920
0.26100, 2.00, 2024509.0, 12156.8564
0.26300, 2.00, 2026626.0, 12163.2108
0.26500, 2.00, 1996915.0, 12073.7233
0.26700, 2.00, 1992827.0, 12061.3586
0.26900, 2.00, 1995820.0, 12070.4126
0.27100, 2.00, 1928587.0, 11865.3635
0.27300, 2.00, 1922820.0, 11847.6099
0.27500, 2.00, 1873837.0, 11695.7300
0.27700, 2.00, 1784120.0, 11412.3074
0.27900, 2.00, 1720610.0, 11207.3427
0.28100, 2.00, 1612643.0, 10850.0202
0.28300, 2.00, 1499712.0, 10463.2202
0.28500, 2.00, 1379408.0, 10034.7787
0.28700, 2.00, 1248227.0, 9545.7096
0.28900, 2.00, 1137413.0, 9112.1429
0.29100, 2.00, 1008568.0, 8580.5282
0.29300, 2.00, 935422.0, 8263.5226
0.29500, 2.00, 849501.0, 7874.8697
0.29700, 2.00, 842131.0, 917.6770
0.29900, 2.00, 772515.0, 878.9283
0.30100, 2.00, 716059.0, 846.2027
0.30300, 2.00, 665159.0, 815.5728
0.30500, 2.00, 617743.0, 785.9663
0.30700, 2.00, 576175.0, 759.0619
0.30900, 2.00, 538197.0, 733.6191
0.31100, 2.00, 504426.0, 710.2295
0.31300, 2.00, 472951.0, 687.7143
0.31500, 2.00, 448334.0, 669.5775
0.31700, 2.00, 422433.0, 649.9485
0.31900, 2.00, 401518.0, 633.6545
0.32100, 2.00, 380828.0, 617.1126
0.32300, 2.00, 361081.0, 600.9002
0.32500, 2.00, 345812.0, 588.0578
0.32700, 2.00, 329433.0, 573.9625
0.32900, 2.00, 312497.0, 559.0143
0.33100, 2.00, 300113.0, 547.8257
0.33300, 2.00, 288160.0, 536.8054
0.33500, 2.00, 276061.0, 525.4151
0.33700, 2.00, 263227.0, 513.0565
0.33900, 2.00, 252038.0, 502.0339
0.34100, 2.00, 242886.0, 492.8347
0.34300, 2.00, 234020.0, 483.7561
0.34500, 2.00, 224086.0, 473.3772
0.34700, 2.00, 214413.0, 463.0475
0.34900, 2.00, 205810.0, 453.6629
0.35100, 2.00, 200912.0, 448.2321
0.35300, 2.00, 194433.0, 440.9456
0.35500, 2.00, 186237.0, 431.5519
0.35700, 2.00, 177105.0, 420.8384
0.35900, 2.00, 169755.0, 412.0133
0.36100, 2.00, 167887.0, 409.7402
0.36300, 2.00, 163161.0, 403.9319
0.36500, 2.00, 156013.0, 394.9848
0.36700, 2.00, 148836.0, 385.7927
0.36900, 2.00, 143659.0, 379.0237
0.37100, 2.00, 141639.0, 376.3496
0.37300, 2.00, 138917.0, 372.7157
0.37500, 2.00, 132763.0, 364.3666
0.37700, 2.00, 123964.0, 352.0852
0.37900, 2.00, 120241.0, 346.7578
0.38100, 2.00, 117920.0, 343.3948
0.38300, 2.00, 117712.0, 343.0918
0.38500, 2.00, 113772.0, 337.3011
0.38700, 2.00, 107946.0, 328.5514
0.38900, 2.00, 103021.0, 320.9688
0.39100, 2.00, 102580.0, 320.2811
0.39300, 2.00, 102437.0, 320.0578
0.39500, 2.00, 101149.0, 318.0393
0.39700, 2.00, 96363.0, 310.4239
0.39900, 2.00, 91094.0, 301.8178
0.40100, 2.00, 88450.0, 297.4054
0.40300, 2.00, 88645.0, 297.7331
0.40500, 2.00, 88731.0, 297.8775
0.40700, 2.00, 85924.0, 293.1280
0.40900, 2.00, 82056.0, 286.4542
0.41100, 2.00, 76748.0, 277.0343
0.41300, 2.00, 76204.0, 276.0507
0.41500, 2.00, 77002.0, 277.4923
0.41700, 2.00, 76986.0, 277.4635
0.41900, 2.00, 74314.0, 272.6059
0.42100, 2.00, 70192.0, 264.9377
0.42300, 2.00, 66682.0, 258.2286
0.42500, 2.00, 65916.0, 256.7411
0.42700, 2.00, 66528.0, 257.9302
0.42900, 2.00, 67142.0, 259.1177
0.43100, 2.00, 64139.0, 253.2568
0.43300, 2.00, 59324.0, 243.5652
0.43500, 2.00, 57265.0, 239.3011
0.43700, 2.00, 56531.0, 237.7625
0.43900, 2.00, 58861.0, 242.6129
0.44100, 2.00, 59122.0, 243.1502
0.44300, 2.00, 56662.0, 238.0378
0.44500, 2.00, 52173.0, 228.4141
0.44700, 2.00, 50065.0, 223.7521
0.44900, 2.00, 49883.0, 223.3450
0.45100, 2.00, 52019.0, 228.0767
0.45300, 2.00, 52022.0, 228.0833
0.45500, 2.00, 50412.0, 224.5262
0.45700, 2.00, 46414.0, 215.4391
0.45900, 2.00, 44094.0, 209.9857
0.46100, 2.00, 43784.0, 209.2463
0.46300, 2.00, 45135.0, 212.4500
0.46500, 2.00, 46443.0, 215.5064
0.46700, 2.00, 45812.0, 214.0374
0.46900, 2.00, 42671.0, 206.5696
0.47100, 2.00, 39698.0, 199.2436
0.47300, 2.00, 38119.0, 195.2409
0.47500, 2.00, 39218.0, 198.0354
0.47700, 2.00, 40992.0, 202.4648
0.47900, 2.00, 41218.0, 203.0222
0.48100, 2.00, 38520.0, 196.2651
0.48300, 2.00, 35307.0, 187.9016
0.48500, 2.00, 33637.0, 183.4039
0.48700, 2.00, 33634.0, 183.3957
0.48900, 2.00, 35502.0, 188.4197
0.49100, 2.00, 36614.0, 191.3479
0.49300, 2.00, 35321.0, 187.9388
0.49500, 2.00, 32899.0, 181.3808
0.49700, 2.00, 30024.0, 173.2743
0.49900, 2.00, 29680.0, 172.2788
0.50100, 2.00, 30940.0, 175.8977
0.50300, 2.00, 32719.0, 180.8839
0.50500, 2.00, 32977.0, 181.5957
0.50700, 2.00, 31739.0, 178.1544
0.50900, 2.00, 28650.0, 169.2631
0.51100, 2.00, 26739.0, 163.5206
0.51300, 2.00, 26610.0, 163.1257
0.51500, 2.00, 28465.0, 168.7157
0.51700, 2.00, 29517.0, 171.8051
0.51900, 2.00, 29245.0, 171.0117
0.52100, 2.00, 27200.0, 164.9242
0.52300, 2.00, 24643.0, 156.9809
0.52500, 2.00, 23198.0, 152.3089
0.52700, 2.00, 24128.0, 155.3319
0.52900, 2.00, 25782.0, 160.5677
0.53100, 2.00, 26948.0, 164.1585
0.53300, 2.00, 25930.0, 161.0279
0.53500, 2.00, 23933.0, 154.7029
0.53700, 2.00, 21523.0, 146.7072
0.53900, 2.00, 20492.0, 143.1503
0.54100, 2.00, 21470.0, 146.5264
0.54300, 2.00, 23024.0, 151.7366
0.54500, 2.00, 23824.0, 154.3503
0.54700, 2.00, 22908.0, 151.3539
0.54900, 2.00, 20668.0, 143.7637
0.55100, 2.00, 18834.0, 137.2370
0.55300, 2.00, 18680.0, 136.6748
0.55500, 2.00, 20038.0, 141.5556
0.55700, 2.00, 21625.0, 147.0544
0.55900, 2.00, 22009.0, 148.3543
0.56100, 2.00, 20652.0, 143.7080
0.56300, 2.00, 18753.0, 136.9416
0.56500, 2.00, 16882.0, 129.9308
0.56700, 2.00, 16719.0, 129.3020
0.56900, 2.00, 18048.0, 134.3428
0.57100, 2.00, 19432.0, 139.3987
0.57300, 2.00, 19826.0, 140.8048
0.57500, 2.00, 18578.0, 136.3011
0.57700, 2.00, 16526.0, 128.5535
0.57900, 2.00, 14607.0, 120.8594
0.58100, 2.00, 15091.0, 122.8454
0.58300, 2.00, 16297.0, 127.6597
0.58500, 2.00, 17854.0, 133.6189
0.58700, 2.00, 18088.0, 134.4916
0.58900, 2.00, 16766.0, 129.4836
0.59100, 2.00, 15228.0, 123.4018
0.59300, 2.00, 13812.0, 117.5245
0.59500, 2.00, 13996.0, 118.3047
0.59700, 2.00, 15051.0, 122.6825
0.59900, 2.00, 16197.0, 127.2674
0.60100, 2.00, 16389.0, 128.0195
0.60300, 2.00, 15161.0, 123.1300
0.60500, 2.00, 13353.0, 115.5552
0.60700, 2.00, 12336.0, 111.0675
0.60900, 2.00, 12879.0, 113.4857
0.61100, 2.00, 14181.0, 119.0840
0.61300, 2.00, 15404.0, 124.1129
0.61500, 2.00, 15450.0, 124.2980
0.61700, 2.00, 14331.0, 119.7122
0.61900, 2.00, 12555.0, 112.0491
0.62100, 2.00, 11742.0, 108.3605
0.62300, 2.00, 11959.0, 109.3572
0.62500, 2.00, 13123.0, 114.5557
0.62700, 2.00, 14421.0, 120.0875
0.62900, 2.00, 14738.0, 121.4002
0.63100, 2.00, 13505.0, 116.2110
0.63300, 2.00, 11604.0, 107.7219
0.63500, 2.00, 10379.0, 101.8774
0.63700, 2.00, 10872.0, 104.2689
0.63900, 2.00, 11988.0, 109.4897
0.64100, 2.00, 13363.0, 115.5984
0.64300, 2.00, 13523.0, 116.2884
0.64500, 2.00, 12676.0, 112.5877
0.64700, 2.00, 10888.0, 104.3456
0.64900, 2.00, 9814.0, 99.0656
0.65100, 2.00, 9989.0, 99.9450
0.65300, 2.00, 11196.0, 105.8112
0.65500, 2.00, 12530.0, 111.9375
0.65700, 2.00, 12856.0, 113.3843
0.65900, 2.00, 11970.0, 109.4075
0.66100, 2.00, 10334.0, 101.6563
0.66300, 2.00, 9085.0, 95.3153
0.66500, 2.00, 8931.0, 94.5040
0.66700, 2.00, 10061.0, 100.3045
0.66900, 2.00, 11403.0, 106.7848
0.67100, 2.00, 12039.0, 109.7224
0.67300, 2.00, 11369.0, 106.6255
0.67500, 2.00, 9741.0, 98.6965
0.67700, 2.00, 8543.0, 92.4284
0.67900, 2.00, 8371.0, 91.4932
0.68100, 2.00, 9409.0, 97.0000
0.68300, 2.00, 10791.0, 103.8797
0.68500, 2.00, 11353.0, 106.5505
0.68700, 2.00, 10874.0, 104.2785
0.68900, 2.00, 9372.0, 96.8091
0.69100, 2.00, 8071.0, 89.8387
0.69300, 2.00, 7730.0, 87.9204
0.69500, 2.00, 8434.0, 91.8368
0.69700, 2.00, 9637.0, 98.1682
0.69900, 2.00, 10357.0, 101.7693
0.70100, 2.00, 10085.0, 100.4241
0.70300, 2.00, 8756.0, 93.5735
0.70500, 2.00, 7742.0, 87.9886
0.70700, 2.00, 7063.0, 84.0417
0.70900, 2.00, 7615.0, 87.2640
0.71100, 2.00, 8734.0, 93.4559
0.71300, 2.00, 9844.0, 99.2169
0.71500, 2.00, 9752.0, 98.7522
0.71700, 2.00, 8663.0, 93.0752
0.71900, 2.00, 7359.0, 85.7846
0.72100, 2.00, 6546.0, 80.9074
0.72300, 2.00, 6804.0, 82.4864
0.72500, 2.00, 8265.0, 90.9120
0.72700, 2.00, 9290.0, 96.3846
0.72900, 2.00, 9468.0, 97.3036
0.73100, 2.00, 8649.0, 93.0000
0.73300, 2.00, 7416.0, 86.1162
0.73500, 2.00, 6380.0, 79.8749
0.73700, 2.00, 6251.0, 79.0633
0.73900, 2.00, 7240.0, 85.0882
0.74100, 2.00, 8524.0, 92.3255
0.74300, 2.00, 9058.0, 95.1735
0.74500, 2.00, 8920.0, 94.4458
0.74700, 2.00, 7624.0, 87.3155
0.74900, 2.00, 6374.0, 79.8373
0.75100, 2.00, 6044.0, 77.7432
0.75300, 2.00, 6608.0, 81.2896
0.75500, 2.00, 7889.0, 88.8200
0.75700, 2.00, 8663.0, 93.0752
0.75900, 2.00, 8650.0, 93.0054
0.76100, 2.00, 7685.0, 87.6641
0.76300, 2.00, 6357.0, 79.7308
0.76500, 2.00, 5598.0, 74.8198
0.76700, 2.00, 5789.0, 76.0855
0.76900, 2.00, 6878.0, 82.9337
0.77100, 2.00, 8120.0, 90.1110
0.77300, 2.00, 8456.0, 91.9565
0.77500, 2.00, 8019.0, 89.5489
0.77700, 2.00, 6802.0, 82.4742
0.77900, 2.00, 5813.0, 76.2430
0.78100, 2.00, 5427.0, 73.6682
0.78300, 2.00, 6347.0, 79.6681
0.78500, 2.00, 7700.0, 87.7496
0.78700, 2.00, 8393.0, 91.6133
0.78900, 2.00, 8346.0, 91.3564
0.79100, 2.00, 7456.0, 86.3481
0.79300, 2.00, 6124.0, 78.2560
0.79500, 2.00, 5501.0, 74.1687
0.79700, 2.00, 5636.0, 75.0733
0.79900, 2.00, 6731.0, 82.0427
0.80100, 2.00, 7566.0, 86.9828
0.80300, 2.00, 8083.0, 89.9055
0.80500, 2.00, 7293.0, 85.3991
0.80700, 2.00, 6018.0, 77.5758
0.80900, 2.00, 4937.0, 70.2638
0.81100, 2.00, 4887.0, 69.9071
0.81300, 2.00, 5628.0, 75.0200
0.81500, 2.00, 6825.0, 82.6136
0.81700, 2.00, 7410.0, 86.0814
0.81900, 2.00, 7242.0, 85.0999
0.82100, 2.00, 6415.0, 80.0937
0.82300, 2.00, 5229.0, 72.3118
0.82500, 2.00, 4868.0, 69.7711
0.82700, 2.00, 5432.0, 73.7021
0.82900, 2.00, 6534.0, 80.8332
0.83100, 2.00, 7516.0, 86.6949
0.83300, 2.00, 7632.0, 87.3613
0.83500, 2.00, 6700.0, 81.8535
0.83700, 2.00, 5444.0, 73.7835
0.83900, 2.00, 4575.0, 67.6387
0.84100, 2.00, 4869.0, 69.7782
0.84300, 2.00, 5590.0, 74.7663
0.84500, 2.00, 6867.0, 82.8674
0.84700, 2.00, 7389.0, 85.9593
0.84900, 2.00, 6929.0, 83.2406
0.85100, 2.00, 6087.0, 78.0192
0.85300, 2.00, 4908.0, 70.0571
0.85500, 2.00, 4535.0, 67.3424
0.85700, 2.00, 5210.0, 72.1803
0.85900, 2.00, 6217.0, 78.8480
0.86100, 2.00, 7207.0, 84.8941
0.86300, 2.00, 7034.0, 83.8689
0.86500, 2.00, 6533.0, 80.8270
0.86700, 2.00, 5124.0, 71.5821
0.86900, 2.00, 4400.0, 66.3325
0.87100, 2.00, 4434.0, 66.5883
0.87300, 2.00, 5384.0, 73.3757
0.87500, 2.00, 6628.0, 81.4125
0.87700, 2.00, 7194.0, 84.8175
0.87900, 2.00, 6657.0, 81.5904
0.88100, 2.00, 5507.0, 74.2092
0.88300, 2.00, 4529.0, 67.2978
0.88500, 2.00, 4336.0, 65.8483
0.88700, 2.00, 4813.0, 69.3758
0.88900, 2.00, 5999.0, 77.4532
0.89100, 2.00, 6949.0, 83.3607
0.89300, 2.00, 6829.0, 82.6378
0.89500, 2.00, 5991.0, 77.4016
0.89700, 2.00, 4949.0, 70.3491
0.89900, 2.00, 4088.0, 63.9375
0.90100, 2.00, 4418.0, 66.4680
0.90300, 2.00, 5505.0, 74.1957
0.90500, 2.00, 6671.0, 81.6762
0.90700, 2.00, 7311.0, 85.5044
0.90900, 2.00, 6668.0, 81.6578
0.91100, 2.00, 5607.0, 74.8799
0.91300, 2.00, 4613.0, 67.9191
0.91500, 2.00, 4363.0, 66.0530
0.91700, 2.00, 5000.0, 70.7107
0.91900, 2.00, 6221.0, 78.8733
0.92100, 2.00, 7166.0, 84.6522
0.92300, 2.00, 7241.0, 85.0941
0.92500, 2.00, 6459.0, 80.3679
0.92700, 2.00, 5089.0, 71.3372
0.92900, 2.00, 4434.0, 66.5883
0.93100, 2.00, 4480.0, 66.9328
0.93300, 2.00, 5424.0, 73.6478
0.93500, 2.00, 6589.0, 81.1727
0.93700, 2.00, 7118.0, 84.3682
0.93900, 2.00, 6631.0, 81.4310
0.94100, 2.00, 5431.0, 73.6953
0.94300, 2.00, 4574.0, 67.6314
0.94500, 2.00, 4240.0, 65.1153
0.94700, 2.00, 4948.0, 70.3420
0.94900, 2.00, 6138.0, 78.3454
0.95100, 2.00, 7167.0, 84.6581
0.95300, 2.00, 7202.0, 84.8646
0.95500, 2.00, 6352.0, 79.6994
0.95700, 2.00, 5007.0, 70.7602
0.95900, 2.00, 4207.0, 64.8614
0.96100, 2.00, 4437.0, 66.6108
0.96300, 2.00, 5439.0, 73.7496
0.96500, 2.00, 6734.0, 82.0610
0.96700, 2.00, 7514.0, 86.6833
0.96900, 2.00, 7135.0, 84.4689
0.97100, 2.00, 5787.0, 76.0723
